Nonhuman_gene_name,Human_gene_name,Organism
Trav7n-4,TRAV12-1,Mouse
Trav7d-5,TRAV12-1,Mouse
Trav7-6,TRAV12-1,Mouse
Trav7d-2,TRAV12-1,Mouse
Trav7-1,TRAV12-1,Mouse
Trav7d-4,TRAV12-1,Mouse
Trav7-4,TRAV12-1,Mouse
Trav7-5,TRAV12-2,Mouse
Trav7d-3,TRAV12-2,Mouse
Trav7-3,TRAV12-2,Mouse
C920008G01Rik,TRAV12-2,Mouse
Trav7n-6,TRAV12-2,Mouse
Trav7-2,TRAV12-2,Mouse
Trav7n-5,TRAV12-2,Mouse
Trav7n-4,TRAV12-2,Mouse
Trav7d-5,TRAV12-2,Mouse
Trav7-6,TRAV12-2,Mouse
Trav7d-2,TRAV12-2,Mouse
Trav7-1,TRAV12-2,Mouse
Trav7d-4,TRAV12-2,Mouse
Trav7-4,TRAV12-2,Mouse
Trav6-2,TRAV9-2,Mouse
Trav6n-6,TRAV9-2,Mouse
Trav6d-7,TRAV9-2,Mouse
Trav6-1,TRAV9-2,Mouse
Trav6d-6,TRAV9-2,Mouse
Trav6d-3,TRAV9-2,Mouse
Trav6-3,TRAV9-2,Mouse
Trav6d-4,TRAV9-2,Mouse
Trav6n-7,TRAV9-2,Mouse
Trav6-6,TRAV9-2,Mouse
Trav6-4,TRAV9-2,Mouse
Trav6-7-dv9,TRAV9-2,Mouse
Trav7-5,TRAV12-3,Mouse
Trav7d-3,TRAV12-3,Mouse
Trav7-3,TRAV12-3,Mouse
C920008G01Rik,TRAV12-3,Mouse
Trav7n-6,TRAV12-3,Mouse
Trav7-2,TRAV12-3,Mouse
Trav7n-5,TRAV12-3,Mouse
Trav7n-4,TRAV12-3,Mouse
Trav7d-5,TRAV12-3,Mouse
Trav7-6,TRAV12-3,Mouse
Trav7d-2,TRAV12-3,Mouse
Trav7-1,TRAV12-3,Mouse
Trav7d-4,TRAV12-3,Mouse
Trav7-4,TRAV12-3,Mouse
Trav8d-1,TRAV17,Mouse
Trav8n-2,TRAV17,Mouse
Trav8d-2,TRAV17,Mouse
Trav8-1,TRAV17,Mouse
Trav12n-2,TRAV18,Mouse
Trav12-2,TRAV18,Mouse
Trav12d-3,TRAV18,Mouse
Trav12-1,TRAV18,Mouse
Trav12d-1,TRAV18,Mouse
Trav12n-1,TRAV18,Mouse
Trav12n-3,TRAV18,Mouse
Trav12-3,TRAV18,Mouse
Trav12d-2,TRAV18,Mouse
Trim61,TRIM61,Mouse
Trav16,TRAV19,Mouse
Trav16n,TRAV19,Mouse
Trav16d-dv11,TRAV19,Mouse
Trav13-1,TRAV22,Mouse
Trav13d-1,TRAV22,Mouse
Trav13d-4,TRAV22,Mouse
Trav13d-3,TRAV22,Mouse
Trav13-2,TRAV22,Mouse
Trav13-4-dv7,TRAV22,Mouse
Trav13n-1,TRAV22,Mouse
Trav13d-2,TRAV22,Mouse
Trav13n-2,TRAV22,Mouse
Trav13n-3,TRAV22,Mouse
Trav13n-4,TRAV22,Mouse
B230359F08Rik,TRAV22,Mouse
Trim71,TRIM71,Mouse
Trim35,TRIM35,Mouse
Trex1,TREX1,Mouse
Trim60,TRIM60,Mouse
Trappc13,TRAPPC13,Mouse
Trappc1,TRAPPC1,Mouse
Trim14,TRIM14,Mouse
Trim23,TRIM23,Mouse
Trim69,TRIM69,Mouse
Tsc22d1,TSC22D1,Mouse
Tsr3,TSR3,Mouse
Trappc10,TRAPPC10,Mouse
Tspan3,TSPAN3,Mouse
Tram1,TRAM1,Mouse
Ttc21a,TTC21A,Mouse
Trim16,TRIM16,Mouse
Tshb,TSHB,Mouse
Tspan2,TSPAN2,Mouse
Trdc,TRDC,Mouse
Trdv5,TRDV3,Mouse
Trim32,TRIM32,Mouse
Trim31,TRIM31,Mouse
Ttc12,TTC12,Mouse
Tsc22d4,TSC22D4,Mouse
Trip11,TRIP11,Mouse
Trmt6,TRMT6,Mouse
Tsg101,TSG101,Mouse
Tsta3,TSTA3,Mouse
Tsga10ip,TSGA10IP,Mouse
Trappc8,TRAPPC8,Mouse
Trpm4,TRPM4,Mouse
Trpc3,TRPC3,Mouse
Tspan6,TSPAN6,Mouse
Trpm3,TRPM3,Mouse
Trib2,TRIB2,Mouse
Tssk6,TSSK6,Mouse
Trim27,TRIM27,Mouse
Trim36,TRIM36,Mouse
Troap,TROAP,Mouse
Trmt2b,TRMT2B,Mouse
Trip4,TRIP4,Mouse
Trim45,TRIM45,Mouse
Tspan15,TSPAN15,Mouse
Trim58,TRIM58,Mouse
Tspan11,TSPAN11,Mouse
Trmt10c,TRMT10C,Mouse
Tsga10,TSGA10,Mouse
Tspyl5,TSPYL5,Mouse
Tspan13,TSPAN13,Mouse
Ttc1,TTC1,Mouse
Tslp,TSLP,Mouse
Trmt2a,TRMT2A,Mouse
Trat1,TRAT1,Mouse
Trpc5os,TRPC5OS,Mouse
Trpc5,TRPC5,Mouse
Tsga13,TSGA13,Mouse
Trio,TRIO,Mouse
Trbv3,TRBV2,Mouse
Triml2,TRIML2,Mouse
Trpc1,TRPC1,Mouse
Triml1,TRIML1,Mouse
Ttc19,TTC19,Mouse
Triobp,TRIOBP,Mouse
Trim40,TRIM40,Mouse
Trrap,TRRAP,Mouse
Trim10,TRIM10,Mouse
Trim15,TRIM15,Mouse
Trbv15,TRBV12-3,Mouse
Trbv17,TRBV15,Mouse
Trbv19,TRBV19,Mouse
Trbv29,TRBV28,Mouse
Tst,TST,Mouse
Trim44,TRIM44,Mouse
Trim26,TRIM26,Mouse
Trbc1,TRBC1,Mouse
Trbc2,TRBC1,Mouse
Trank1,TRANK1,Mouse
Trbc1,TRBC2,Mouse
Trbc2,TRBC2,Mouse
Trbv31,TRBV30,Mouse
Trim29,TRIM29,Mouse
Trim39,TRIM39,Mouse
Trip6,TRIP6,Mouse
Trpv6,TRPV6,Mouse
Trpv3,TRPV3,Mouse
Trmt61a,TRMT61A,Mouse
Trpv5,TRPV5,Mouse
Trps1,TRPS1,Mouse
Trim24,TRIM24,Mouse
Trmt10a,TRMT10A,Mouse
Tspan17,TSPAN17,Mouse
Trex2,TREX2,Mouse
Trappc2l,TRAPPC2L,Mouse
Trap1,TRAP1,Mouse
Trib1,TRIB1,Mouse
Trim13,TRIM13,Mouse
Tsnaxip1,TSNAXIP1,Mouse
Tspan4,TSPAN4,Mouse
Trak1,TRAK1,Mouse
Trim56,TRIM56,Mouse
Trmt44,TRMT44,Mouse
Tsn,TSN,Mouse
Tsr2,TSR2,Mouse
Trhr,TRHR,Mouse
Trmt12,TRMT12,Mouse
Ttc17,TTC17,Mouse
Trim62,TRIM62,Mouse
Tro,TRO,Mouse
Trappc5,TRAPPC5,Mouse
Tspan32,TSPAN32,Mouse
Treh,TREH,Mouse
Tsen34,TSEN34,Mouse
Trmt1,TRMT1,Mouse
Tssk4,TSSK4,Mouse
Trpm6,TRPM6,Mouse
Tsen2,TSEN2,Mouse
Tsc1,TSC1,Mouse
Tspan31,TSPAN31,Mouse
Trim25,TRIM25,Mouse
Trappc12,TRAPPC12,Mouse
Trim3,TRIM3,Mouse
Tspo,TSPO,Mouse
Ttc22,TTC22,Mouse
Trappc6a,TRAPPC6A,Mouse
Trim28,TRIM28,Mouse
Tsfm,TSFM,Mouse
Tspo2,TSPO2,Mouse
Tsku,TSKU,Mouse
Trim33,TRIM33,Mouse
Tssc4,TSSC4,Mouse
Ttc23,TTC23,Mouse
Trmt10b,TRMT10B,Mouse
Trim37,TRIM37,Mouse
Tspyl4,TSPYL4,Mouse
Trpm5,TRPM5,Mouse
Tspyl1,TSPYL1,Mouse
Trim43b,TRIM43B,Mouse
Trim43c,TRIM43B,Mouse
Trim43a,TRIM43B,Mouse
Trdn,TRDN,Mouse
Trappc3,TRAPPC3,Mouse
Trappc3l,TRAPPC3L,Mouse
Trmu,TRMU,Mouse
Trpm7,TRPM7,Mouse
Tram1l1,TRAM1L1,Mouse
Triqk,TRIQK,Mouse
Trpv2,TRPV2,Mouse
Ttc16,TTC16,Mouse
Trappc4,TRAPPC4,Mouse
Trim72,TRIM72,Mouse
Trim46,TRIM46,Mouse
Treml1,TREML1,Mouse
Trim9,TRIM9,Mouse
Ttc14,TTC14,Mouse
Trem2,TREM2,Mouse
Treml2,TREML2,Mouse
Trappc11,TRAPPC11,Mouse
Trip12,TRIP12,Mouse
Treml4,TREML4,Mouse
Trim54,TRIM54,Mouse
Trak2,TRAK2,Mouse
Tspyl2,TSPYL2,Mouse
Trem1,TREM1,Mouse
Triap1,TRIAP1,Mouse
Tsc22d2,TSC22D2,Mouse
Trpm8,TRPM8,Mouse
Tsen54,TSEN54,Mouse
Tspan1,TSPAN1,Mouse
Tshz2,TSHZ2,Mouse
Ttc21b,TTC21B,Mouse
Trmt13,TRMT13,Mouse
Trim8,TRIM8,Mouse
Trpv1,TRPV1,Mouse
Tshz1,TSHZ1,Mouse
Trmt5,TRMT5,Mouse
Ttbk2,TTBK2,Mouse
Trpt1,TRPT1,Mouse
Trit1,TRIT1,Mouse
Trpa1,TRPA1,Mouse
Trim21,TRIM21,Mouse
Tspan14,TSPAN14,Mouse
Trim68,TRIM68,Mouse
Trim67,TRIM67,Mouse
Ttc13,TTC13,Mouse
Tsks,TSKS,Mouse
Trim52,TRIM52,Mouse
Tsc2,TSC2,Mouse
Tsnax,TSNAX,Mouse
Tspan33,TSPAN33,Mouse
Trim41,TRIM41,Mouse
Trim65,TRIM65,Mouse
Trim17,TRIM17,Mouse
Trim11,TRIM11,Mouse
Trh,TRH,Mouse
Tspan5,TSPAN5,Mouse
Trnp1,TRNP1,Mouse
Tspan7,TSPAN7,Mouse
Trim7,TRIM7,Mouse
Uhrf1bp1l,UHRF1BP1L,Mouse
Tubd1,TUBD1,Mouse
Usf1,USF1,Mouse
Tvp23a,TVP23A,Mouse
Ush1g,USH1G,Mouse
Urb2,URB2,Mouse
Vamp4,VAMP4,Mouse
Ufc1,UFC1,Mouse
Usp21,USP21,Mouse
Ube3b,UBE3B,Mouse
Usp54,USP54,Mouse
Utp20,UTP20,Mouse
Uggt1,UGGT1,Mouse
Usp24,USP24,Mouse
Uba1,UBA1,Mouse
Utp18,UTP18,Mouse
Vash2,VASH2,Mouse
Usp11,USP11,Mouse
Tut1,TUT1,Mouse
Ubr7,UBR7,Mouse
Uxt,UXT,Mouse
Unc79,UNC79,Mouse
Ttc36,TTC36,Mouse
Ube4a,UBE4A,Mouse
Ube3c,UBE3C,Mouse
Usp49,USP49,Mouse
Uxs1,UXS1,Mouse
Ttyh1,TTYH1,Mouse
Txnl4b,TXNL4B,Mouse
Usp44,USP44,Mouse
Tyr,TYR,Mouse
Txlna,TXLNA,Mouse
Ube2l6,UBE2L6,Mouse
Ube2g1,UBE2G1,Mouse
Ube3a,UBE3A,Mouse
Ubr1,UBR1,Mouse
Usp32,USP32,Mouse
Ttc9,TTC9,Mouse
Ube2j1,UBE2J1,Mouse
Upb1,UPB1,Mouse
Ubtd1,UBTD1,Mouse
Uqcrc1,UQCRC1,Mouse
Tyro3,TYRO3,Mouse
Ubl3,UBL3,Mouse
Usf3,USF3,Mouse
Usp4,USP4,Mouse
Ubn1,UBN1,Mouse
Ttll11,TTLL11,Mouse
Uri1,URI1,Mouse
Ttyh3,TTYH3,Mouse
Uqcr11,UQCR11,Mouse
Ubxn10,UBXN10,Mouse
Tubg1,TUBG1,Mouse
Ttc6,TTC6,Mouse
Usp35,USP35,Mouse
Txndc11,TXNDC11,Mouse
Tubgcp3,TUBGCP3,Mouse
Usp42,USP42,Mouse
Tubg2,TUBG2,Mouse
Ube2b,UBE2B,Mouse
Ttc39a,TTC39A,Mouse
Ugdh,UGDH,Mouse
Ubxn6,UBXN6,Mouse
Ube2c,UBE2C,Mouse
Uspl1,USPL1,Mouse
Ttc37,TTC37,Mouse
Usp12,USP12,Mouse
Usp9y,USP9Y,Mouse
Usp14,USP14,Mouse
Tub,TUB,Mouse
Ust,UST,Mouse
Txnl1,TXNL1,Mouse
Unc45b,UNC45B,Mouse
Usp45,USP45,Mouse
Ulk3,ULK3,Mouse
Ugcg,UGCG,Mouse
Ube2g2,UBE2G2,Mouse
Ube2ql1,UBE2QL1,Mouse
Ttll8,TTLL8,Mouse
Upk1a,UPK1A,Mouse
Ugt3a1,UGT3A2,Mouse
Ugt3a2,UGT3A2,Mouse
Ubr4,UBR4,Mouse
Utrn,UTRN,Mouse
Ubqlnl,UBQLNL,Mouse
Ube2i,UBE2I,Mouse
Gm49396,U2AF1L4,Mouse
U2af1l4,U2AF1L4,Mouse
Txnrd2,TXNRD2,Mouse
Vamp1,VAMP1,Mouse
Ube2d3,UBE2D3,Mouse
Uty,UTY,Mouse
Ubqln3,UBQLN3,Mouse
Uba6,UBA6,Mouse
Ttll3,TTLL3,Mouse
Ubac1,UBAC1,Mouse
Txndc8,TXNDC8,Mouse
Ttc32,TTC32,Mouse
Uba2,UBA2,Mouse
Ubr2,UBR2,Mouse
Ugp2,UGP2,Mouse
Vat1,VAT1,Mouse
Uhrf2,UHRF2,Mouse
Ube2v2,UBE2V2,Mouse
Uqcr10,UQCR10,Mouse
Tyms,TYMS,Mouse
Ttpa,TTPA,Mouse
Txndc17,TXNDC17,Mouse
Txndc15,TXNDC15,Mouse
Tulp3,TULP3,Mouse
Utp3,UTP3,Mouse
Uba5,UBA5,Mouse
Twf2,TWF2,Mouse
Unc13c,UNC13C,Mouse
Tubgcp4,TUBGCP4,Mouse
Urod,UROD,Mouse
Usp20,USP20,Mouse
Urb1,URB1,Mouse
Ube2k,UBE2K,Mouse
Ttll9,TTLL9,Mouse
Use1,USE1,Mouse
Usp25,USP25,Mouse
Tubb1,TUBB1,Mouse
Ufm1,UFM1,Mouse
Ubr5,UBR5,Mouse
Utp6,UTP6,Mouse
Uqcrq,UQCRQ,Mouse
Ube2s,UBE2S,Mouse
Vash1,VASH1,Mouse
Uba3,UBA3,Mouse
Gm11808,UBA52,Mouse
Uba7,UBA7,Mouse
Ube2d1,UBE2D1,Mouse
Twsg1,TWSG1,Mouse
Unkl,UNKL,Mouse
Usp9x,USP9X,Mouse
Uggt2,UGGT2,Mouse
Ubtfl1,UBTFL1,Mouse
Ushbp1,USHBP1,Mouse
Ttc29,TTC29,Mouse
Vamp3,VAMP3,Mouse
Uts2,UTS2,Mouse
Ttc5,TTC5,Mouse
Uncx,UNCX,Mouse
Uqcrb,UQCRB,Mouse
Uvrag,UVRAG,Mouse
Unc13b,UNC13B,Mouse
Ubox5,UBOX5,Mouse
Tubgcp6,TUBGCP6,Mouse
Unc13a,UNC13A,Mouse
Txn2,TXN2,Mouse
Usp47,USP47,Mouse
Ube2e2,UBE2E2,Mouse
Ttc3,TTC3,Mouse
Urgcp,URGCP,Mouse
Ubtf,UBTF,Mouse
Ugt2a3,UGT2A3,Mouse
Ube2e1,UBE2E1,Mouse
Uhrf1,UHRF1,Mouse
Ttr,TTR,Mouse
Ttc39c,TTC39C,Mouse
Twnk,TWNK,Mouse
Ttc34,TTC34,Mouse
Uvssa,UVSSA,Mouse
Uck1,UCK1,Mouse
Tubgcp5,TUBGCP5,Mouse
Tyk2,TYK2,Mouse
Upk1b,UPK1B,Mouse
Txnl4a,TXNL4A,Mouse
Twf1,TWF1,Mouse
Ubald2,UBALD2,Mouse
Usf2,USF2,Mouse
Tulp2,TULP2,Mouse
Utp11,UTP11,Mouse
Tti1,TTI1,Mouse
Txndc2,TXNDC2,Mouse
Ubp1,UBP1,Mouse
Tubb4b,TUBB4B,Mouse
Vapa,VAPA,Mouse
Txndc12,TXNDC12,Mouse
Tuba8,TUBA8,Mouse
Ttc4,TTC4,Mouse
Usp34,USP34,Mouse
Ube2q2,UBE2Q2,Mouse
Tubb6,TUBB6,Mouse
Ube2r2,UBE2R2,Mouse
Tube1,TUBE1,Mouse
Txndc5,TXNDC5,Mouse
Umod,UMOD,Mouse
Ubl7,UBL7,Mouse
Tvp23b,TVP23B,Mouse
Vangl1,VANGL1,Mouse
Ufl1,UFL1,Mouse
Ush1c,USH1C,Mouse
Upk3b,UPK3B,Mouse
Ttc33,TTC33,Mouse
Vamp2,VAMP2,Mouse
Ube2h,UBE2H,Mouse
Uchl5,UCHL5,Mouse
Tusc2,TUSC2,Mouse
Tulp4,TULP4,Mouse
Uts2b,UTS2B,Mouse
Ube2o,UBE2O,Mouse
Ugt2a2,UGT2A2,Mouse
Ugt2a1,UGT2A1,Mouse
Gm43638,UGT2A1,Mouse
Unc80,UNC80,Mouse
Ubqln2,UBQLN2,Mouse
Tuba1b,TUBA1B,Mouse
Ttc39b,TTC39B,Mouse
Tuba1c,TUBA1C,Mouse
Tuba1a,TUBA1A,Mouse
Uevld,UEVLD,Mouse
Uqcrc2,UQCRC2,Mouse
Ulk4,ULK4,Mouse
Unc50,UNC50,Mouse
Ubap2,UBAP2,Mouse
Ttf2,TTF2,Mouse
Ucn2,UCN2,Mouse
Umodl1,UMODL1,Mouse
Ttc27,TTC27,Mouse
Ubl4a,UBL4A,Mouse
Ublcp1,UBLCP1,Mouse
Usp28,USP28,Mouse
Ucma,UCMA,Mouse
Ttc9b,TTC9B,Mouse
Uroc1,UROC1,Mouse
Txndc9,TXNDC9,Mouse
Usp33,USP33,Mouse
Ufsp2,UFSP2,Mouse
Txnrd3,TXNRD3,Mouse
Ube2u,UBE2U,Mouse
Uchl1,UCHL1,Mouse
Ubd,UBD,Mouse
Ttc8,TTC8,Mouse
Ttf1,TTF1,Mouse
Tyw1,TYW1,Mouse
Ucp2,UCP2,Mouse
Uqcc1,UQCC1,Mouse
Utp4,UTP4,Mouse
Ubtd2,UBTD2,Mouse
Usp36,USP36,Mouse
Usp22,USP22,Mouse
Usp48,USP48,Mouse
Ubap1,UBAP1,Mouse
U2surp,U2SURP,Mouse
Uckl1,UCKL1,Mouse
Tusc3,TUSC3,Mouse
Ubxn4,UBXN4,Mouse
Unc45a,UNC45A,Mouse
Tyrp1,TYRP1,Mouse
Ubqln1,UBQLN1,Mouse
Ucp3,UCP3,Mouse
Ttpal,TTPAL,Mouse
Usp6nl,USP6NL,Mouse
Upf3a,UPF3A,Mouse
Utp14b,UTP14A,Mouse
Utp14a,UTP14A,Mouse
Ulk2,ULK2,Mouse
Umad1,UMAD1,Mouse
Gm45062,UMAD1,Mouse
Ubald1,UBALD1,Mouse
Ufsp1,UFSP1,Mouse
Utp23,UTP23,Mouse
Upk3a,UPK3A,Mouse
Upf2,UPF2,Mouse
Ucn3,UCN3,Mouse
Tubal3,TUBAL3,Mouse
Uqcc2,UQCC2,Mouse
Unc5a,UNC5A,Mouse
Vat1l,VAT1L,Mouse
Tulp1,TULP1,Mouse
Uso1,USO1,Mouse
Tysnd1,TYSND1,Mouse
Usp27x,USP27X,Mouse
Ttc26,TTC26,Mouse
Ubxn2b,UBXN2B,Mouse
Uimc1,UIMC1,Mouse
Ubxn8,UBXN8,Mouse
Ubn2,UBN2,Mouse
Usp1,USP1,Mouse
Vars2,VARS2,Mouse
Tufm,TUFM,Mouse
Ttll6,TTLL6,Mouse
Ttll1,TTLL1,Mouse
Ttl,TTL,Mouse
Ube2a,UBE2A,Mouse
Ubxn11,UBXN11,Mouse
Upp2,UPP2,Mouse
Ubap2l,UBAP2L,Mouse
Vars,VARS,Mouse
Ubash3a,UBASH3A,Mouse
Vamp8,VAMP8,Mouse
Vamp5,VAMP5,Mouse
U2af2,U2AF2,Mouse
Tusc1,TUSC1,Mouse
Usp16,USP16,Mouse
Tti2,TTI2,Mouse
Ubap1l,UBAP1L,Mouse
Ttll10,TTLL10,Mouse
Uaca,UACA,Mouse
Usp13,USP13,Mouse
Twist1,TWIST1,Mouse
Usp39,USP39,Mouse
Unc93b1,UNC93B1,Mouse
Ube2z,UBE2Z,Mouse
Usp8,USP8,Mouse
Upf3b,UPF3B,Mouse
Usp50,USP50,Mouse
Unc5b,UNC5B,Mouse
Twistnb,TWISTNB,Mouse
Usp43,USP43,Mouse
Ucp1,UCP1,Mouse
Ttll12,TTLL12,Mouse
Unc5cl,UNC5CL,Mouse
Uqcc3,UQCC3,Mouse
Uap1l1,UAP1L1,Mouse
Uhrf1bp1,UHRF1BP1,Mouse
Uchl3,UCHL3,Mouse
Uchl4,UCHL3,Mouse
Usp10,USP10,Mouse
Txlnb,TXLNB,Mouse
Ubxn7,UBXN7,Mouse
Usp51,USP51,Mouse
Ube2m,UBE2M,Mouse
Ttc38,TTC38,Mouse
Tyrobp,TYROBP,Mouse
Ube2q1,UBE2Q1,Mouse
Upk2,UPK2,Mouse
Usp19,USP19,Mouse
Ttll7,TTLL7,Mouse
Tubb3,TUBB3,Mouse
Ttk,TTK,Mouse
Gm45902,UTF1,Mouse
Unc5d,UNC5D,Mouse
Ube4b,UBE4B,Mouse
Usp15,USP15,Mouse
Ubxn1,UBXN1,Mouse
Vasn,VASN,Mouse
Ubb,UBB,Mouse
Ttyh2,TTYH2,Mouse
Ubac2,UBAC2,Mouse
Ttc28,TTC28,Mouse
Utp15,UTP15,Mouse
Tyw3,TYW3,Mouse
Ube2j2,UBE2J2,Mouse
Ubash3b,UBASH3B,Mouse
Tubgcp2,TUBGCP2,Mouse
Uros,UROS,Mouse
Ube2t,UBE2T,Mouse
Unc93a2,UNC93A,Mouse
Gm49630,UNC93A,Mouse
Unc93a,UNC93A,Mouse
Tymp,TYMP,Mouse
Uhmk1,UHMK1,Mouse
Usp31,USP31,Mouse
Ttll2,TTLL2,Mouse
Uap1,UAP1,Mouse
Ttc30b,TTC30B,Mouse
Ttc30a2,TTC30B,Mouse
Ttc30a1,TTC30B,Mouse
Usp40,USP40,Mouse
Ucn,UCN,Mouse
Ugt1a8,UGT1A9,Mouse
Ugt1a10,UGT1A9,Mouse
Ugt1a9,UGT1A9,Mouse
Ugt1a1,UGT1A1,Mouse
Ush2a,USH2A,Mouse
Ugt1a8,UGT1A8,Mouse
Ugt1a10,UGT1A8,Mouse
Ugt1a9,UGT1A8,Mouse
Ubiad1,UBIAD1,Mouse
Ugt1a5,UGT1A5,Mouse
Ugt1a2,UGT1A5,Mouse
Ugt1a8,UGT1A10,Mouse
Ugt1a10,UGT1A10,Mouse
Ugt1a9,UGT1A10,Mouse
Unc119,UNC119,Mouse
Usp7,USP7,Mouse
Usp5,USP5,Mouse
Uprt,UPRT,Mouse
Txnrd1,TXNRD1,Mouse
Ttc9c,TTC9C,Mouse
Tuft1,TUFT1,Mouse
Usp38,USP38,Mouse
Ttll4,TTLL4,Mouse
Ubl4b,UBL4B,Mouse
Uck2,UCK2,Mouse
Unc5c,UNC5C,Mouse
Vapb,VAPB,Mouse
Ubc,UBC,Mouse
Usp53,USP53,Mouse
Unc119b,UNC119B,Mouse
Ubfd1,UBFD1,Mouse
Ubr3,UBR3,Mouse
Ttn,TTN,Mouse
Usp18,USP18,Mouse
Ubl5,UBL5,Mouse
Gm16381,UBL5,Mouse
Gm2001,UBL5,Mouse
Ubxn2a,UBXN2A,Mouse
Upf1,UPF1,Mouse
Tubb2a,TUBB2A,Mouse
Tubb4a,TUBB4A,Mouse
Tubb2b,TUBB2B,Mouse
Usp29,USP29,Mouse
Umps,UMPS,Mouse
Ttc7b,TTC7B,Mouse
Txlng,TXLNG,Mouse
Vasp,VASP,Mouse
Urm1,URM1,Mouse
Uqcrfs1,UQCRFS1,Mouse
Tuba4a,TUBA4A,Mouse
Txnip,TXNIP,Mouse
Uqcrh,UQCRH,Mouse
Twist2,TWIST2,Mouse
Ung,UNG,Mouse
Ubqln4,UBQLN4,Mouse
Vac14,VAC14,Mouse
Usp30,USP30,Mouse
Usp46,USP46,Mouse
Tyw5,TYW5,Mouse
Usb1,USB1,Mouse
Vangl2,VANGL2,Mouse
Upp1,UPP1,Mouse
Ulk1,ULK1,Mouse
Ube2f,UBE2F,Mouse
Ube2e3,UBE2E3,Mouse
Txndc16,TXNDC16,Mouse
Unk,UNK,Mouse
Txk,TXK,Mouse
Usp2,USP2,Mouse
Unc13d,UNC13D,Mouse
Usp37,USP37,Mouse
Vegfb,VEGFB,Mouse
Vcp,VCP,Mouse
Vip,VIP,Mouse
Vill,VILL,Mouse
Vdac3,VDAC3,Mouse
Vhl,VHL,Mouse
Vim,VIM,Mouse
Vav1,VAV1,Mouse
Vgll4,VGLL4,Mouse
Vcpip1,VCPIP1,Mouse
Vkorc1l1,VKORC1L1,Mouse
Vav3,VAV3,Mouse
Vegfa,VEGFA,Mouse
Vax1,VAX1,Mouse
Vdac1,VDAC1,Mouse
Vma21,VMA21,Mouse
Vma21-ps,VMA21,Mouse
Vgll2,VGLL2,Mouse
Gm21974,VKORC1,Mouse
Vkorc1,VKORC1,Mouse
Vgll3,VGLL3,Mouse
Vav2,VAV2,Mouse
Vgf,VGF,Mouse
Vcpkmt,VCPKMT,Mouse
Vbp1,VBP1,Mouse
Vegfc,VEGFC,Mouse
Vcan,VCAN,Mouse
Vipr1,VIPR1,Mouse
Vit,VIT,Mouse
Veph1,VEPH1,Mouse
Vdr,VDR,Mouse
Vgll1,VGLL1,Mouse
Vdac2,VDAC2,Mouse
Vax2,VAX2,Mouse
Vcl,VCL,Mouse
Vezf1,VEZF1,Mouse
Vipas39,VIPAS39,Mouse
Vezt,VEZT,Mouse
Vmac,VMAC,Mouse
Vldlr,VLDLR,Mouse
Vipr2,VIPR2,Mouse
Vcam1,VCAM1,Mouse
Vil1,VIL1,Mouse
Vps33a,VPS33A,Mouse
Wdr77,WDR77,Mouse
Yaf2,YAF2,Mouse
Wscd2,WSCD2,Mouse
Wdr75,WDR75,Mouse
Wdr92,WDR92,Mouse
Vps37b,VPS37B,Mouse
Wipf1,WIPF1,Mouse
Wdfy1,WDFY1,Mouse
Wdr64,WDR64,Mouse
Vps28,VPS28,Mouse
Washc3,WASHC3,Mouse
Wdr11,WDR11,Mouse
Xrcc1,XRCC1,Mouse
Wif1,WIF1,Mouse
Xcl1,XCL1,Mouse
Whamm,WHAMM,Mouse
Xpr1,XPR1,Mouse
Vwce,VWCE,Mouse
Wdr83os,WDR83OS,Mouse
Wdr83,WDR83,Mouse
Vps53,VPS53,Mouse
Wwc1,WWC1,Mouse
Vsnl1,VSNL1,Mouse
Wrap53,WRAP53,Mouse
Vwc2,VWC2,Mouse
Wdr49,WDR49,Mouse
Xdh,XDH,Mouse
Vps51,VPS51,Mouse
Xpo4,XPO4,Mouse
Wdr24,WDR24,Mouse
Vps4b,VPS4B,Mouse
Xylb,XYLB,Mouse
Vwa5b1,VWA5B1,Mouse
Ydjc,YDJC,Mouse
Wasf3,WASF3,Mouse
Xpnpep1,XPNPEP1,Mouse
Wbp1l,WBP1L,Mouse
Vpreb3,VPREB3,Mouse
Wdfy2,WDFY2,Mouse
Wdr61,WDR61,Mouse
Wscd1,WSCD1,Mouse
Vps13b,VPS13B,Mouse
Wnt8b,WNT8B,Mouse
Wdr7,WDR7,Mouse
Wdpcp,WDPCP,Mouse
Vwa2,VWA2,Mouse
Wfikkn1,WFIKKN1,Mouse
Ybey,YBEY,Mouse
Vrk2,VRK2,Mouse
Wdr38,WDR38,Mouse
Xcr1,XCR1,Mouse
Wapl,WAPL,Mouse
Wrnip1,WRNIP1,Mouse
Vps16,VPS16,Mouse
Wt1,WT1,Mouse
Vps25,VPS25,Mouse
Wdr35,WDR35,Mouse
Wdr72,WDR72,Mouse
Whrn,WHRN,Mouse
Wdr89,WDR89,Mouse
Wnk4,WNK4,Mouse
Wnk1,WNK1,Mouse
Wtip,WTIP,Mouse
Wdr90,WDR90,Mouse
Wnt8a,WNT8A,Mouse
Wipf3,WIPF3,Mouse
Vps54,VPS54,Mouse
Vps37d,VPS37D,Mouse
Xpa,XPA,Mouse
Wdr73,WDR73,Mouse
Wipi2,WIPI2,Mouse
Xkr5,XKR5,Mouse
Vps36,VPS36,Mouse
